i	j	k	LDT	LTT	e+_D	e+_T	proton_D	proton_T	proton_1_D	proton_1_T	deuteron_D	deuteron_T	triton_D	triton_T	alpha_D	alpha_T	He6_D	He6_T	Li6_D	Li6_T	Li7_D	Li7_T	Li8_D	Li8_T	Be7_D	Be7_T	Be8_D	Be8_T	Be9_D	Be9_T	Be10_D	Be10_T	B10_D	B10_T	B11_D	B11_T	B12_D	B12_T	C11_D	C11_T	C12_D	C12_T	C13_D	C13_T	C14_D	C14_T	C15_D	C15_T	N14_D	N14_T	N15_D	N15_T	N16_D	N16_T	O15_D	O15_T	O16_D	O16_T	O17_D	O17_T	O18_D	O18_T	F20_D	F20_T	Ne20_D	Ne20_T	Na23_D	Na23_T	Mg24_D	Mg24_T	Al27_D	Al27_T	Si29_D	Si29_T	Si30_D	Si30_T	P31_D	P31_T	S32_D	S32_T	S34_D	S34_T	Cl35_D	Cl35_T	Cl36_D	Cl36_T	Cl37_D	Cl37_T	Ar38_D	Ar38_T	K39_D	K39_T	K40_D	K40_T	K41_D	K41_T	Mn54_D	Mn54_T	Fe56_D	Fe56_T
134	0	0	0.617923	0.252822	0.17471	0.027925	0.176679	0.341111	0	0	1257.3	6998.71	0	0	4.66253	473.889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213.685	71626.2	0	0	0	0	196.834	66218.4	0	0	0	0	0	0	0	0	424.386	153401	280.446	124539	0	0	290.472	32779.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	0	0	0.464446	0.203172	0.160733	0.022268	0.168467	0.374504	0	0	3801.53	24169.8	0	0	5.46287	469.07	0	0	0	0	0	0	0	0	0	0	0	0	414.008	66605.4	0	0	0	0	169.708	77898.1	0	0	0	0	553.238	116970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282.941	48433.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	0	0	0.791857	0.28764	0.181893	0.0324568	0.195195	0.47385	0	0	1.27668	9.44055	0	0	82.1919	14686.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.41	27189.7	0	0	0	0	0	0	0	0	144.901	56791.4	0	0	0	0	99.5407	28763.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3687.13	489311	0	0	0	0	0	0	0	0
137	0	0	0.715988	0.424635	0.237128	0.0324605	0.197326	0.570301	0	0	1924.46	10030.7	0	0	3.14134	293.904	0	0	0	0	0	0	0	0	0	0	0	0	149.985	38670.8	0	0	0	0	0	0	0	0	0	0	94.7097	28877.3	228.667	94616.7	2019.67	141864	0	0	0	0	151.427	95536.9	0	0	0	0	98.1447	19276.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5191.01	465436	0	0	0	0
138	0	0	0.344868	0.146767	0.0979014	0.0148921	0.220966	0.52964	0	0	4115.02	24401.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1927	165561	0	0	0	0	0	0	94789.1	173020	0	0	0	0	0	0	91.1227	18285.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	0	0	1.10485	0.354162	0.22835	0.0305389	0.336014	0.688625	0	0	10129	48295	0	0	10.5564	1400.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368.542	81766	122.512	52262.6	0	0	0	0	0	0	0	0	0	0	0	0	99.9365	18585.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13873.8	440788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	0	0	1.62473	0.195482	0.117879	0.0243992	0.449431	0.585517	0	0	137.204	8739.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191.672	79998.9	0	0	0	0	0	0	299.019	81201.4	0	0	2018.51	141864	0	0	0	0	296.057	125807	0	0	0	0	214.809	35443.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	0	0	1.49484	0.211949	0.127316	0.0201826	0.287225	0.425566	0	0	23.4941	213.611	0	0	11.0547	1406.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112.87	51497.3	0	0	0	0	113.979	37295.7	0	0	0	0	0	0	0	0	197.097	115890	0	0	0	0	264.333	49770.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	0	0	1.0466	0.18218	0.0866255	0.0143474	0.257142	0.372414	0	0	2.70849	30.2444	0	0	3.56676	349.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.518	84197.5	0	0	0	0	37.2845	12729.2	173.886	86099.4	0	0	0	0	473.147	150320	419.513	156343	0	0	0	0	188.803	48707.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143	0	0	1.1481	0.186866	0.143202	0.0230277	0.217592	0.393635	0	0	2800.54	16163.1	0	0	27.3119	3190.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240.79	66191.3	0	0	0	0	0	0	0	0	206.508	113220	0	0	0	0	116.832	32289.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144	0	0	0.665362	0.290237	0.207784	0.0289962	0.183272	0.406617	0	0	9911.84	48295	0	0	4.40592	484.637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.9588	32277.9	0	0	0	0	0	0	1349.74	184676	0	0	0	0	0	0	152.874	26462.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23848.1	440785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	0	0	0.617527	0.434007	0.746727	0.135516	0.255644	0.508369	0	0	5494.83	24270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265.004	63124.4	0	0	2017.3	141864	0	0	0	0	0	0	0	0	0	0	110.02	23654.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	0	0	0.728136	0.402933	0.748763	0.14011	0.168937	0.41018	0	0	3559.62	16494.3	0	0	53.2646	7904.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.5913	30533.2	0	0	0	0	0	0	0	0	665.318	86951.6	224.489	93283.1	0	0	0	0	0	0	0	0	278.645	125484	0	0	137.381	24389.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147	0	0	0.41338	0.294317	0.469109	0.0818375	0.330245	0.413991	0	0	4123.22	24232.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1024.68	167738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.579	25221.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	0	0	1.64616	0.279549	0.328951	0.0445235	0.424658	0.409584	0	0	3200.03	16530.2	0	0	16.0335	2166.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216.131	57517.4	468.851	118236	0	0	0	0	0	0	220.816	109488	0	0	0	0	97.8376	22139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	0	0	1.15185	0.168878	0.282246	0.0338637	0.252383	0.295474	0	0	2650.02	16195.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.631	52256.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.44	34021.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27835.9	440784	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	0	0	0.864055	0.237377	0.246754	0.0324891	0.232335	0.4645	0	0	2077.39	9925.64	0	0	294.045	32290.1	0	0	0	0	0	0	0	0	0	0	0	0	429.827	44975.6	0	0	0	0	144.578	59649.1	0	0	0	0	208.213	33497.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.4147	20422.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1524.89	224403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	0	0	0.486143	0.308265	0.148767	0.0257016	0.263334	1.01043	0	0	0	0	0	0	26.6911	2947.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534.59	71071.2	290.415	109263	0	0	0	0	0	0	0	0	0	0	0	0	447.298	71643.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41855.2	440792	0	0	0	0	0	0	0	0	273687	465438	0	0	0	0
152	0	0	1.15016	0.447458	0.217078	0.037087	0.376272	0.969138	0	0	3406.19	16692.1	0	0	8.97809	1046.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.764	45988	186.363	59208.2	0	0	0	0	1412.87	184670	304.945	125304	0	0	1263.88	200288	177.618	34674.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153	0	0	1.15108	0.615751	0.318883	0.0531926	0.466434	0.898155	0	0	4428.57	24192.8	0	0	6.64611	587.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1087.28	101921	0	0	1010.21	70931.7	0	0	0	0	216.335	86030.3	0	0	0	0	263.489	45176.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154	0	0	0.97191	0.453168	0.17558	0.0336555	0.343717	0.964428	0	0	0.564519	2.66365	0	0	4.79653	305.238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334.6	50102.1	0	0	2022.8	141863	0	0	0	0	137.017	59548	0	0	843.704	217925	57.9342	17977.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23770.8	440785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	0	0	1.73421	0.76803	0.260261	0.0570211	0.554915	1.10839	0	0	9271.64	48295	0	0	6.53267	379.057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.684	29485.5	0	0	0	0	0	0	2266.53	184573	0	0	0	0	0	0	76.215	20231.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156	0	0	0.573682	0.323963	0.371191	0.0694245	0.361663	0.785632	0	0	0.30703	1.05415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.929	30554.9	0	0	0	0	0	0	0	0	164.349	61719.8	0	0	0	0	111.042	25585.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157	0	0	2.40902	0.23939	0.129515	0.020486	0.541474	0.811624	0	0	1.13772	8.41663	0	0	17.3362	1752.89	0	0	0	0	0	0	0	0	0	0	0	0	116.681	37031.5	0	0	0	0	0	0	0	0	0	0	198.578	56400.7	0	0	0	0	0	0	0	0	165349	151381	0	0	217.389	112538	61.6397	17624.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	0	0	1.24894	0.208781	0.126811	0.0198955	0.47103	0.49089	0	0	1.8877	26.1491	0	0	11.7986	1357.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.7159	29516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.475	21023.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159	0	0	2.12637	0.214263	0.111121	0.0218355	0.650814	0.487329	0	0	30.6714	1194.93	0	0	7.72222	448.771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.0714	9761.68	0	0	0	0	0	0	0	0	947.042	173994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.569	43768.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160	0	0	2.93576	0.210423	0.24167	0.0351758	0.410799	0.309751	0	0	0	0	0	0	38.1596	5682.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480.003	82308.2	0	0	87.3076	29776.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.7718	23044.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161	0	0	1.32855	0.238542	0.164717	0.0323546	0.206746	0.271186	0	0	7989.96	48295	0	0	6.04354	719.967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.8669	26619.8	0	0	2019.35	141864	0	0	0	0	0	0	0	0	0	0	299.575	62149.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162	0	0	0.637468	0.21227	0.137189	0.0255768	0.217921	0.344885	0	0	17.3104	535.637	0	0	9.48851	1362.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403.935	151469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268.34	53063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163	0	0	0.921585	0.155679	0.10628	0.0227288	0.225108	0.250295	0	0	16298.3	48294.8	0	0	21.3491	1805.74	0	0	0	0	21.2477	4425.5	0	0	0	0	0	0	0	0	0	0	330.774	90187.2	0	0	0	0	0	0	180.125	34935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.217	16573.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164	0	0	0.648263	0.173681	0.145413	0.0194293	0.28692	0.334065	0	0	0	0	0	0	3.83152	314.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393.022	133273	478.059	117705	0	0	0	0	0	0	0	0	0	0	0	0	258.738	49012.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23977.1	440785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165	0	0	1.25011	0.0781395	0.086051	0.0140837	0.373653	0.313142	0	0	2.6389	8.9251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441.123	143971	0	0	0	0	0	0	0	0	305.302	123745	0	0	0	0	189.062	44277.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880.88	303197	0	0	0	0	0	0	0	0	0	0
166	0	0	0.574384	0.0922581	0.122078	0.0165341	0.227777	0.292273	0	0	0.514251	2.02576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.605	49293.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207.714	46027.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167	0	0	0.687676	0.209304	0.205502	0.0372063	0.20853	0.334652	0	0	0.613844	2.84119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212.662	97142.7	426.438	135134	0	0	0	0	0	0	0	0	0	0	0	0	88.8544	22938.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168	0	0	0.524598	0.232728	0.172417	0.0303405	0.265574	0.435961	0	0	1.32309	10.0089	0	0	33.5197	4598.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491.945	46085.2	254.826	113287	0	0	0	0	0	0	0	0	0	0	0	0	166.667	29918.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	0	0	0.760839	0.253432	0.142411	0.0252625	0.221269	0.342654	0	0	8.43738	182.789	0	0	3.05739	190.635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.545	43760.1	0	0	0	0	0	0	0	0	224.436	82725.6	0	0	0	0	282.633	68043.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170	0	0	0.988272	0.232729	0.203076	0.0316517	0.312348	0.458342	0	0	0	0	0	0	16.5757	1642.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238.731	45016	0	0	2021.12	141863	0	0	0	0	0	0	0	0	0	0	96.9391	20661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171	0	0	2.07717	0.267696	0.173846	0.0354221	0.4581	0.510807	0	0	7683.4	48295	0	0	110.168	20622.1	0	0	0	0	37164.6	64790	0	0	596.136	76855.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655.197	84952.3	342.691	104716	0	0	0	0	398.768	124094	0	0	0	0	0	0	105.246	29164.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	0	0	1.59603	0.230395	0.120037	0.0238145	0.426731	0.558201	0	0	2333.5	12334.5	0	0	13.4899	2029.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210.449	55383.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243.157	41179.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	0	0	1.07033	0.264691	0.162953	0.0297226	0.537518	0.492834	0	0	4147.58	24499.1	0	0	4.81576	417.607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220.643	24669.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254.909	51593.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58658.4	440792	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	0	0	1.00883	0.343272	0.216901	0.0458075	0.417453	0.457068	0	0	0	0	0	0	5.38511	534.068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	669.533	113658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254.626	55153.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	0	0	1.25955	0.623146	0.355627	0.0480608	0.453164	0.573381	0	0	0	0	0	0	3.18241	290.777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262.551	51942.6	459.751	123557	0	0	0	0	0	0	0	0	0	0	0	0	73.9557	20651.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	0	0	0.778495	0.427163	0.329842	0.0394065	0.2733	0.484948	0	0	1.57971	13.2985	0	0	2.18188	95.2874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195.566	45393.7	0	0	0	0	495.827	62408.1	94.7244	43107.7	0	0	0	0	0	0	0	0	0	0	0	0	88.385	21520.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	0	0	0.526225	0.179807	0.150695	0.0317569	0.250715	0.320412	0	0	8585.55	48295	0	0	28.4674	4163.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267.007	56512.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.642	30387.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2256.26	414181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	0	0	0.597749	0.275796	0.2687	0.0427214	0.141834	0.349366	0	0	0	0	0	0	10.7871	793.129	0	0	0	0	0	0	0	0	0	0	0	0	144.918	42119.6	0	0	0	0	319.253	82909.1	0	0	0	0	373.634	54744.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.481	17908.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	0	0	0.578309	0.336573	0.502839	0.077216	0.184784	0.390178	0	0	10210.6	48295	0	0	19.4044	2870.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243.421	55794.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.289	29737.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	0	0	0.651814	0.475968	0	0	0.264076	0.337421	0	0	7403.65	48295	0	0	4.9549	428.932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.985	33349.4	0	0	0	0	0	0	2401.89	184558	0	0	0	0	0	0	196.828	43995.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	0	0	0.646625	0.285789	0.803177	0.114268	0.228812	0.331112	0	0	0	0	0	0	133.92	25520.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565.373	133603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185.239	37405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	0	0	1.83642	0.317668	0.50553	0.0799363	0.248523	0.351667	0	0	8083.29	48295	0	0	57.093	9402.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.803	66683.6	0	0	0	0	217.474	60486.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.5	27242.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	0	0	0.800857	0.286192	0.322984	0.0588009	0.240682	0.461053	0	0	0.752278	3.16103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.295	31684.9	0	0	0	0	0	0	0	0	782.579	180546	0	0	0	0	313.027	50580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	0	0	0.907395	0.48196	0.536926	0.081305	0.261265	0.558235	0	0	0.775926	4.25811	0	0	6.49157	497.501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.913	36146.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191.994	33218.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	0	0	1.71437	0.466504	0.403172	0.0666121	0.569867	0.703919	0	0	1.6426	14.0804	62.2831	4139.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473.667	69843.8	0	0	0	0	0	0	238.594	114499	0	0	0	0	0	0	233.132	56334.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	0	0	1.71519	0.343632	0.222276	0.0764673	0.738561	0.625271	0	0	8004.75	31168.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1165.89	82763.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127.409	29150.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129237	440792	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	0	0	1.06878	0.364587	0.689234	0.0882315	0.707029	0.705302	0	0	15971.6	48294.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169884	161374	0	0	0	0	0	0	210.003	33499.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
