i	j	k	Dose(Gy)	gamma	gamma_f	e-	e-_f	e+	e+_f	neutron	neutron_f	proton_1	proton_1_f	proton	proton_f	deuteron	deuteron_f	triton	triton_f	He3	He3_f	alpha	alpha_f	Li6	Li6_f	Li7	Li7_f	Be7	Be7_f	Be8	Be8_f	Be9	Be9_f	Be10	Be10_f	B10	B10_f	B11	B11_f	C12	C12_f	C13	C13_f	C14	C14_f	N13	N13_f	N14	N14_f	N15	N15_f	N16	N16_f	O16	O16_f	O17	O17_f	O18	O18_f	Na23	Na23_f	Si28	Si28_f	P31	P31_f	S32	S32_f	S34	S34_f	Cl35	Cl35_f	Cl36	Cl36_f	Cl37	Cl37_f	K39	K39_f	K41	K41_f	Fe57	Fe57_f
102	0	0	6.9029e-11	2.57802e-15	1001	2.5402e-11	93	2.32767e-12	4	7.23037e-14	275	0	0	3.62379e-11	8	3.07966e-15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.70247e-14	1	0	0	0	0	0	0	0	0	0	0	0	0	4.92647e-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	0	0	1.04933e-10	9.94359e-16	958	2.29656e-11	69	2.85588e-12	4	3.2657e-14	272	0	0	7.90776e-11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	0	0	4.59043e-11	1.27294e-15	948	2.69558e-11	73	5.79017e-12	4	5.03172e-14	267	0	0	1.12722e-11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57116e-12	2	0	0	0	0	0	0	0	0	0	0	0	0	2.63424e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	0	0	3.18569e-11	1.68619e-15	937	2.2425e-11	77	2.94365e-12	3	1.314e-13	264	0	0	6.25051e-12	5	2.16402e-15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02567e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	0	0	9.52918e-11	1.767e-15	924	2.44165e-11	79	1.26162e-12	3	2.56045e-14	262	0	0	6.32281e-11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65036e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	2.70787e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	0	0	7.45697e-11	6.93048e-16	912	3.19009e-11	74	2.98389e-12	3	4.45421e-14	261	0	0	3.47716e-11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.86802e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	0	0	1.39331e-10	8.26698e-16	902	3.04838e-11	68	3.9846e-12	4	3.10564e-15	259	0	0	6.30892e-11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11381e-11	1	0	0	6.31196e-13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	0	0	3.20059e-11	5.28512e-16	890	2.81414e-11	65	3.64784e-12	4	4.55278e-15	255	0	0	2.1116e-13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.34079e-16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	0	0	6.34917e-11	1.2244e-15	887	2.66251e-11	71	1.69665e-12	3	4.00653e-14	254	0	0	3.09065e-12	5	1.06978e-11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13402e-11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	0	0	1.45675e-10	1.11876e-15	878	3.15036e-11	73	4.56216e-12	3	1.34476e-15	252	0	0	4.4826e-11	7	6.39436e-11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71912e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	1.64994e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	0	0	1.38346e-10	6.40043e-16	869	3.36859e-11	65	3.91391e-12	2	1.75131e-14	250	0	0	1.01624e-11	6	0	0	0	0	0	0	8.65188e-11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04704e-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	0	0	5.1039e-11	1.37454e-15	870	3.65826e-11	79	3.00743e-12	3	6.76145e-14	247	0	0	6.89346e-12	5	5.98664e-16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48597e-12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	0	0	8.12521e-11	4.06835e-16	849	3.59749e-11	59	0	1	5.36697e-14	244	0	0	4.49058e-11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17306e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	0	0	7.52856e-11	2.19964e-15	858	3.32896e-11	81	0	1	3.93596e-14	241	0	0	2.63821e-11	6	2.27415e-15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22782e-11	2	0	0	0	0	0	0	0	0	0	0	0	0	3.29187e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	0	0	6.52928e-11	6.82536e-16	834	2.08063e-11	58	0	1	1.61802e-14	237	0	0	4.10866e-11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17928e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	1.20373e-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	0	0	8.2884e-11	1.26483e-15	823	3.04497e-11	71	2.53975e-12	2	1.76356e-14	232	0	0	3.61433e-11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70728e-13	1	0	0	0	0	0	0	0	0	1.35616e-11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	0	0	4.66878e-11	1.74634e-15	822	2.14427e-11	74	0	1	5.20883e-15	230	0	0	6.57781e-14	1	3.0659e-15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43908e-12	1	0	0	0	0	1.97302e-11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	0	0	4.0343e-11	5.7478e-16	794	3.03705e-11	64	0	1	2.75214e-14	224	0	0	9.055e-12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.89461e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	0	0	4.05695e-11	1.06234e-15	791	3.42775e-11	74	0	1	3.73962e-14	221	0	0	6.24855e-12	3	4.95028e-15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	0	0	6.43745e-11	9.52393e-16	777	3.36649e-11	71	0	1	5.57279e-14	221	0	0	2.81326e-11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52029e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	0	0	7.80249e-11	9.51216e-16	777	2.38165e-11	63	0	1	9.34379e-14	220	0	0	3.99498e-11	7	4.00008e-15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.47737e-12	2	0	0	0	0	0	0	5.15262e-12	1	0	0	0	0	2.53024e-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	0	0	3.68056e-11	3.98718e-16	762	2.60224e-11	57	7.56485e-13	3	1.84426e-14	215	0	0	5.31747e-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3724e-12	2	0	0	0	0	0	0	0	0	0	0	0	0	3.17981e-13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	0	0	4.87541e-11	5.69261e-16	750	4.34426e-11	63	2.57344e-12	4	6.85872e-14	211	0	0	2.09498e-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62037e-17	1	0	0	0	0	0	0	0	0	0	0	0	0	5.73996e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	0	0	1.20157e-10	1.22197e-15	742	2.67601e-11	66	2.74913e-12	4	3.73697e-14	210	0	0	8.92306e-11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0512e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	3.27778e-13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	0	0	9.1849e-11	3.80089e-16	733	2.87367e-11	57	2.90237e-12	4	2.24812e-16	208	0	0	3.82045e-11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20048e-11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	0	0	8.20172e-11	6.3083e-16	725	2.91276e-11	60	3.3355e-12	4	7.69355e-14	205	0	0	4.87734e-11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00813e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	1.02365e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	0	0	6.05378e-11	8.42973e-16	718	2.74257e-11	58	2.71431e-12	4	4.64909e-14	204	0	0	3.00097e-11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40771e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	0	0	9.57231e-11	1.00191e-15	710	2.7877e-11	61	1.30541e-12	3	4.6622e-14	200	0	0	6.33877e-11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60723e-13	2	0	0	0	0	0	0	0	0	0	0	0	0	2.94471e-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	0	0	1.07719e-10	8.58436e-16	705	2.73151e-11	61	1.50239e-12	3	1.68299e-14	196	0	0	1.45149e-12	4	5.1702e-11	1	0	0	0	0	9.809e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34855e-11	2	2.43618e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	0	0	3.95193e-11	6.41341e-16	701	2.31456e-11	56	2.094e-12	4	1.38438e-14	194	0	0	9.89772e-12	2	5.26421e-15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11418e-16	1	0	0	0	0	4.36202e-12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132	0	0	5.09173e-11	1.17931e-15	682	2.63032e-11	59	3.94987e-12	4	6.6288e-14	192	0	0	1.26037e-11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.76462e-14	1	6.46669e-12	1	0	0	0	0	0	0	0	0	0	0	1.42877e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133	0	0	6.57662e-11	2.867e-16	671	1.97986e-11	47	2.90184e-12	3	7.40886e-14	191	0	0	1.17931e-11	7	0	0	0	0	0	0	2.85389e-11	2	0	0	0	0	0	0	0	0	2.65933e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	0	0	6.0933e-11	1.34495e-15	677	2.60586e-11	60	2.44668e-12	3	4.92578e-15	189	0	0	1.97019e-11	3	7.04364e-15	2	0	0	0	0	1.27125e-11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	0	0	1.05306e-10	4.86587e-16	655	3.36287e-11	56	2.28077e-12	3	2.7621e-14	187	0	0	6.93688e-11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	0	0	4.44606e-11	8.3794e-16	652	2.24953e-11	55	5.07365e-13	2	1.90878e-14	183	0	0	2.12865e-11	4	3.12182e-15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48355e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	0	0	7.79308e-11	9.556e-16	643	2.6863e-11	54	1.08043e-12	3	3.94085e-14	180	0	0	4.48964e-11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14029e-12	1	2.96069e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	6.14244e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66967e-18	1	0	0	0	0	0	0	0	0	0	0
138	0	0	4.81343e-11	5.40972e-16	635	2.28718e-11	49	1.49858e-12	3	5.95308e-14	177	0	0	2.37038e-11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	0	0	3.33321e-11	5.10735e-16	626	2.81657e-11	55	1.69204e-12	4	5.34248e-15	174	0	0	3.46833e-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62175e-16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	0	0	3.15787e-11	5.60453e-16	621	1.84e-11	48	2.34989e-12	4	5.09941e-14	173	0	0	6.76595e-12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57547e-13	1	0	0	1.70702e-13	1	0	0	0	0	0	0	0	0	3.68298e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	0	0	4.70057e-11	4.07687e-16	615	1.83454e-11	44	2.04828e-12	4	5.74107e-14	172	0	0	2.65542e-11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	0	0	1.2422e-10	3.08535e-16	612	1.43959e-11	43	5.02314e-12	4	3.78954e-14	172	0	0	5.0823e-11	4	0	0	0	0	0	0	5.39392e-11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.79774e-16	1	0	0	0	0	0	0	0	0
143	0	0	7.49803e-11	5.42311e-16	606	1.82209e-11	49	1.7021e-12	3	9.76607e-16	170	0	0	5.50558e-11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144	0	0	1.85581e-10	6.46212e-16	601	2.70713e-11	50	2.72459e-12	4	4.83103e-14	166	0	0	7.59152e-11	8	0	0	0	0	0	0	7.56414e-11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17922e-12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	0	0	4.05121e-11	1.29441e-15	602	2.01432e-11	57	3.27587e-12	4	2.34059e-14	161	0	0	1.69599e-11	6	3.42279e-15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05042e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	0	0	4.16369e-11	7.34568e-16	586	2.68358e-11	55	3.72423e-12	4	1.7746e-14	161	0	0	1.10584e-11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147	0	0	1.33164e-10	7.42441e-16	579	2.92313e-11	59	1.78812e-12	3	4.21049e-14	162	0	0	2.48737e-11	2	0	0	0	0	0	0	7.26871e-11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60375e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	2.93764e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	0	0	7.37146e-11	6.39799e-16	573	2.69429e-11	56	1.31882e-12	3	7.63134e-16	158	0	0	1.77102e-11	5	0	0	0	0	0	0	2.28427e-11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.65184e-12	1	1.70513e-13	1	0	0	0	0	0	0	0	0	7.61281e-14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	0	0	3.18056e-11	6.88421e-16	570	1.33208e-11	48	1.53607e-12	3	1.59221e-14	151	0	0	1.48999e-11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03228e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	0	0	6.37575e-11	9.60064e-16	570	1.73335e-11	54	1.98791e-12	3	3.13802e-14	148	0	0	4.42164e-11	3	4.77442e-15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82555e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	0	0	4.85478e-11	1.49353e-15	564	2.04253e-11	65	5.09437e-12	3	6.81756e-15	144	0	0	1.46425e-11	2	5.24213e-15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37572e-12	2	0	0	0	0	0	0	0	0	0	0	0	0	4.99639e-12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152	0	0	5.71648e-11	3.60161e-16	551	2.41311e-11	49	1.33565e-12	3	3.98667e-16	139	0	0	3.12491e-11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48156e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153	0	0	4.95756e-11	6.17325e-16	549	1.7112e-11	52	6.44382e-13	2	1.76964e-14	138	0	0	2.94907e-11	5	2.62128e-15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30753e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154	0	0	5.82005e-11	8.30838e-16	536	2.12069e-11	51	5.60405e-13	2	3.4678e-17	135	0	0	3.1557e-11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87529e-12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	0	0	4.82484e-11	7.47149e-16	530	2.27359e-11	51	6.41646e-13	2	3.35101e-14	132	0	0	2.48366e-11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156	0	0	2.56057e-11	1.25594e-15	530	2.28899e-11	54	5.23392e-13	2	1.59896e-14	131	0	0	1.09372e-12	2	3.92365e-15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.53601e-13	1	0	0	0	0	0	0	2.24006e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157	0	0	2.05928e-11	4.06997e-16	514	1.94605e-11	39	7.35975e-13	2	7.04121e-15	129	0	0	1.13493e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7537e-13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	0	0	1.71385e-11	9.07789e-16	505	1.47238e-11	45	8.87268e-13	3	1.73706e-14	127	0	0	1.50907e-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12488e-17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159	0	0	2.51617e-11	8.87577e-16	500	1.74821e-11	45	1.49119e-12	3	1.94681e-16	125	0	0	6.6277e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.52454e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160	0	0	2.55961e-11	6.95037e-16	491	1.89691e-11	45	1.40896e-12	3	1.06741e-15	124	0	0	5.21626e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161	0	0	3.15956e-11	7.02505e-16	485	1.46998e-11	46	1.62957e-12	3	2.93182e-14	124	0	0	1.2389e-11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88397e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	2.45875e-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162	0	0	2.21301e-11	6.0039e-16	480	8.60267e-12	35	1.67709e-12	3	7.265e-16	124	0	0	9.76991e-12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07906e-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163	0	0	1.5041e-11	5.74496e-16	474	1.03425e-11	36	3.0152e-12	4	3.99853e-15	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67872e-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164	0	0	1.42879e-11	2.50294e-16	464	8.71445e-12	33	2.41086e-12	4	3.99483e-15	118	0	0	1.18369e-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97469e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165	0	0	1.53814e-11	3.52855e-16	461	6.77729e-12	31	3.60067e-12	4	2.73738e-14	117	0	0	4.97566e-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166	0	0	1.66334e-11	1.31066e-15	469	6.61234e-12	45	3.92316e-12	4	3.14637e-17	116	0	0	6.02593e-12	2	2.22809e-15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.84118e-14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
